# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Thu Oct 17 21:09:58 2019
#
# Command line:   ./nu -f 4 -a PARAM_SCAN --no-ih -t M4_GAMMA=1,MA_OVER_M4=0.9, -p DM41,3.,6.,15,LOGSCALE -p Ue4,0.,0.3,30 -p Um4,0.,0.2,20 -e E776 -e ICARUS-2014 -e OPERA -e LSND_IVAN -e KARMEN_IVAN -e MB_JK -e DECAY_KINEMATICS -e FREE_STREAMING 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using NuSQuIDS probability engine. Majorana=0
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Using 4 flavor model
# Simulating the following experiments:
#   E776
#   ICARUS-2014
#   OPERA
#   LSND_IVAN
#   KARMEN_IVAN
#   MB_JK
#   DECAY_KINEMATICS
#   FREE_STREAMING
# Including the following AEDL files:
#   E776.glb (version 3.0.0)
#   icarus-2014.glb (version 3.0.0)
#   opera.glb (version 3.0.0)
#
# AEDL variables:
#
# External analysis routines included:
#   LSND (Ivan's code)
#   KARMEN (Ivan's code)
#   MiniBooNE (Joachim's code)
#   Beta decay kinematics
#   Cosmology (free-streaming constraint)
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
#   MA_OVER_M4 = 0.9
#   M4_GAMMA = 1
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,          3,          6,    15  0x1
#          Ue4,          0,        0.3,    30  0x0
#          Um4,          0,        0.2,    20  0x0
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x2
#
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Initializing Ivan's LSND code ...
# Initializing Ivan's KARMEN code ...
# Initializing external constraints code (beta decay/cosmo) ...
# Initializing Joachim's MiniBooNE code ...
# Flags in Joachim's MiniBooNE code: OSC_BG OSC_NORM OSC_NUMU 
# General parameter scan
#
#                  DM41             Ue4             Um4       chi2_NH          chi2_IH
                    3.6            0.29            0.08 6.359548561e+12           1e+50
                    3.6            0.29            0.09 5.235507309e+12           1e+50
                    3.6            0.29             0.1 4.279013538e+12           1e+50
                    3.6            0.29            0.11 3.472207402e+12           1e+50
                    3.6            0.29            0.12 2.797483938e+12           1e+50
                    3.6            0.29            0.13 2.237940999e+12           1e+50
                    3.6            0.29            0.14 1.777716389e+12           1e+50
                    3.6            0.29            0.15 1.402218992e+12           1e+50
                    3.6            0.29            0.16 1.098264605e+12           1e+50
                    3.6            0.29            0.17 8.541307951e+11           1e+50
                    3.6            0.29            0.18 6.595467288e+11           1e+50
                    3.6            0.29            0.19 5.056338716e+11           1e+50
                    3.6            0.29             0.2  3.84812281e+11           1e+50
                    3.6             0.3               0 2.680947508e+13           1e+50
                    3.6             0.3            0.01  2.35132392e+13           1e+50
                    3.6             0.3            0.02 2.048036134e+13           1e+50
                    3.6             0.3            0.03 1.771488136e+13           1e+50
                    3.6             0.3            0.04 1.521593975e+13           1e+50
                    3.6             0.3            0.05 1.297814744e+13           1e+50
                    3.6             0.3            0.06 1.099212057e+13           1e+50
                    3.6             0.3            0.07 9.245134628e+12           1e+50
                    3.6             0.3            0.08 7.721848548e+12           1e+50
                    3.6             0.3            0.09 6.405049754e+12           1e+50
                    3.6             0.3             0.1 5.276376491e+12           1e+50
                    3.6             0.3            0.11 4.316981726e+12           1e+50
                    3.6             0.3            0.12 3.508112789e+12           1e+50
                    3.6             0.3            0.13 2.831591094e+12           1e+50
                    3.6             0.3            0.14 2.270185827e+12           1e+50
                    3.6             0.3            0.15 1.807883466e+12           1e+50
                    3.6             0.3            0.16 1.430061147e+12           1e+50
                    3.6             0.3            0.17 1.123575949e+12           1e+50
                    3.6             0.3            0.18 8.767844242e+11           1e+50
                    3.6             0.3            0.19 6.795072938e+11           1e+50
                    3.6             0.3             0.2 5.229536733e+11           1e+50
                    3.8               0               0           1e+17           1e+50
                    3.8               0            0.01           1e+17           1e+50
                    3.8               0            0.02           1e+17           1e+50
